CompanyCode,Issuer,URL,🌐,Formed,Issue,Shares,Stake,Holding date
00165,CHINA EVERBRIGHT FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=455111,HK,1991-04-09,Ordinary shares, ,100.00%,2012-12-31
00165,CHINA EVERBRIGHT FINANCIAL INVESTMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=452243,HK,1991-03-05,Ordinary shares, ,100.00%,2012-12-31
00165,China Everbright Industrial Investment Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2049330,KY,,Ordinary shares, ,100.00%,2012-12-31
00165,China Everbright Investment Management Limited,https://webb-site.com/dbpub/orgdata.asp?p=93988,HK,2006-03-11,Ordinary shares, ,67.38%,2012-12-31
00165,China Everbright Network Payment Limited,https://webb-site.com/dbpub/orgdata.asp?p=1281667,HK,2007-05-21,Ordinary shares, ,67.38%,2012-12-31
00165,EBA Investments (Advisory) Limited,https://webb-site.com/dbpub/orgdata.asp?p=1309019,HK,2007-08-27,Ordinary shares, ,51.00%,2012-12-31
00165,Everbright Capital Management Limited,https://webb-site.com/dbpub/orgdata.asp?p=66271,HK,2007-03-30,Ordinary shares, ,100.00%,2012-12-31
00165,Everbright Securities (International) Limited,https://webb-site.com/dbpub/orgdata.asp?p=2049331,VG,,Ordinary shares, ,49.00%,2012-12-31
00165,JANCO DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=597084,HK,1993-08-24,Ordinary shares, ,100.00%,2012-12-31
00165,SEABRIGHT ASSET MANAGEMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=73141,HK,2003-02-28,Ordinary shares, ,65.00%,2012-12-31
00165,SOLIDPOLE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=313208,HK,1985-11-08,Ordinary shares, ,100.00%,2012-12-31
00165,TENDAI LIMITED (d2010-01-22),https://webb-site.com/dbpub/orgdata.asp?p=580495,HK,1993-06-29,Ordinary shares, ,100.00%,2003-12-31
00165,WELL LOGIC INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=616232,HK,1994-02-17,Ordinary shares, ,65.00%,2012-12-31
00174,PACIFIC APEX INTERNATIONAL LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=713890,HK,1996-09-10,Ordinary shares, ,100.00%,2005-03-31
00235,China Strategic (B.V.I.) Limited,https://webb-site.com/dbpub/orgdata.asp?p=2446172,VG,,Ordinary shares, ,100.00%,2003-09-30
00235,China Strategic Asset Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2369439,VG,,Ordinary shares, ,100.00%,2014-12-02
00235,CHINA STRATEGIC MANAGEMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2260390,HK,2014-04-23,Ordinary shares, ,100.00%,2017-12-31
00235,China Strategic Metal and Minerals Limited,https://webb-site.com/dbpub/orgdata.asp?p=2224691,HK,2014-03-15,Ordinary shares, ,100.00%,2017-12-31
00235,CHINA WTO.COM LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=525343,HK,1992-08-18,Ordinary shares, ,100.00%,2004-12-31
00235,CS Credit Limited,https://webb-site.com/dbpub/orgdata.asp?p=2072926,HK,2013-05-24,Ordinary shares, ,100.00%,2017-12-31
00235,CS Wealth Securities Limited,https://webb-site.com/dbpub/orgdata.asp?p=50843,HK,1988-05-24,Ordinary shares, ,100.00%,2016-02-22
00235,MAX TALENT INVESTMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1335341,HK,2007-11-23,Ordinary shares, ,100.00%,2017-12-31
00235,MRI Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2927,AU,,Ordinary shares, ,57.26%,2003-09-30
00235,Pawsley Limited,https://webb-site.com/dbpub/orgdata.asp?p=2444792,VG,,Ordinary shares, ,100.00%,2003-09-30
00235,RICH CROWN INVESTMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1322107,HK,2007-10-11,Ordinary shares, ,100.00%,2017-12-31
00235,RUBY ENTERPRISES LIMITED (d2015-09-25),https://webb-site.com/dbpub/orgdata.asp?p=161614,HK,1962-11-21,Ordinary shares, ,100.00%,2003-12-31
00235,U Credit (HK) Limited,https://webb-site.com/dbpub/orgdata.asp?p=2331218,HK,2014-10-13,Ordinary shares, ,100.00%,2017-12-31
00310,Accufocus Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2486919,VG,,Ordinary shares, ,100.00%,2013-03-31
00310,Bright Honest Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=36526,VG,,Ordinary shares, ,35.00%,2005-12-31
00310,GOLDEN CHAIN DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=40606,HK,1987-10-20,Ordinary shares, ,15.00%,2006-12-31
00310,Happy Online Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=20700,VG,,Ordinary shares, ,33.75%,2005-12-31
00310,Luck Point Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=20699,VG,,Ordinary shares, ,35.00%,2005-12-31
00329,Colour State Limited,https://webb-site.com/dbpub/orgdata.asp?p=2325793,VG,2014-09-02,Ordinary shares, ,100.00%,2014-09-26
00329,Dragonite Resources Limited,https://webb-site.com/dbpub/orgdata.asp?p=152485,VG,2010-06-23,Ordinary shares, ,100.00%,2016-11-07
00329,EXCEL JOINER LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2224004,HK,2014-03-14,Ordinary shares, ,100.00%,2014-12-31
00329,Imagine Sky Limited,https://webb-site.com/dbpub/orgdata.asp?p=2338586,VG,,Ordinary shares, ,100.00%,2014-10-24
00329,King Delight Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437976,,,Ordinary shares, ,100.00%,2014-01-09
00329,Nation Wealth Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2289881,VG,,Ordinary shares, ,100.00%,2014-01-21
00329,OCI Administrative Services Limited,https://webb-site.com/dbpub/orgdata.asp?p=2184318,HK,2013-12-23,Ordinary shares, ,100.00%,2014-12-31
00329,OCI Asset Management Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=2707019,HK,2017-03-07,Ordinary shares, ,100.00%,2018-05-10
00329,Silvermoon Developments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2631135,VG,2015-11-12,Ordinary shares, ,100.00%,2015-11-24
00329,Smart State Developments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2320600,VG,,Ordinary shares, ,100.00%,2015-12-31
00329,TYEE-OCI Capital (Cayman) Limited,https://webb-site.com/dbpub/orgdata.asp?p=12655144,KY,,Ordinary shares, ,50.00%,2017-12-21
00356,GOOD QUALITY INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2337822,HK,2014-10-28,Ordinary shares, ,20.00%,2014-12-31
00372,ITC Investment Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2449329,VG,,Ordinary shares, ,100.00%,2013-03-31
00378,e2-Capital Venture Limited,https://webb-site.com/dbpub/orgdata.asp?p=2470950,KY,,Ordinary shares, ,100.00%,2004-12-31
00378,SBI E2-Capital Asia Holdings Pte. Ltd.,https://webb-site.com/dbpub/orgdata.asp?p=41140,SG,2004-09,Ordinary shares, ,40.00%,2006-12-31
00428,CHIEF FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20858,HK,2000-08-09,Ordinary shares, ,26.00%,2007-12-31
00428,Eclipse Investment Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=46420,VG,,Ordinary shares, ,35.00%,2007-12-31
00428,Fullpower Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=20863,VG,,Ordinary shares, ,19.00%,2007-12-31
00428,LASTMINUTE HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=46419,HK,1999-09-17,Ordinary shares, ,35.00%,2007-12-31
00430,Call Rich Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=6594,VG,,Ordinary shares, ,25.04%,2012-12-31
00430,Head Wonder International Limited,https://webb-site.com/dbpub/orgdata.asp?p=6596,VG,,Ordinary shares, ,5.00%,2012-12-31
00430,KEEN2LEARN.COM INTERNATIONAL LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=858822,HK,2000-03-29,Ordinary shares, ,100.00%,2012-12-31
00430,LINKFUL (HOLDINGS) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=440103,HK,1990-10-12,Ordinary shares, ,100.00%,2012-12-31
00430,LINKFUL (PRC) INVESTMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=527767,HK,1992-09-01,Ordinary shares, ,100.00%,2012-12-31
00430,LINKFUL MANAGEMENT SERVICES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=698767,HK,1996-05-16,Ordinary shares, ,100.00%,2012-12-31
00430,LINKFUL PROPERTIES COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=547873,HK,1993-01-05,Ordinary shares, ,100.00%,2012-12-31
00430,LINKFUL SECRETARIAL SERVICES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=386218,HK,1988-12-02,Ordinary shares, ,100.00%,2012-12-31
00430,POWER EARNING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1641228,HK,2010-08-18,Ordinary shares, ,100.00%,2012-12-31
00430,Rich Returns Limited,https://webb-site.com/dbpub/orgdata.asp?p=2169778,VG,,Ordinary shares, ,18.00%,2012-12-31
00572,BRIGHT ORIENTAL WORLDWIDE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2341521,HK,2014-11-05,Ordinary shares, ,100.00%,2015-12-31
00572,Central Mark Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=2576244,VG,,Ordinary shares, ,100.00%,2015-12-31
00572,EVER GOOD INDUSTRIES (INTERNATIONAL) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2027860,HK,2013-03-05,Ordinary shares, ,100.00%,2015-12-31
00572,GLOBALLY FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2139364,HK,2013-10-02,Ordinary shares, ,100.00%,2018-07-16
00572,GOLDEN HORSE HONG KONG INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2173592,HK,2013-12-03,Ordinary shares, ,100.00%,2018-06-30
00572,GREAT RICH TRADING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1946623,HK,2012-08-30,Ordinary shares, ,100.00%,2015-12-31
00572,Innovation Times Limited,https://webb-site.com/dbpub/orgdata.asp?p=2576243,VG,,Ordinary shares, ,100.00%,2015-12-31
00572,Sky Faith International Investment Limited,https://webb-site.com/dbpub/orgdata.asp?p=2326050,HK,2014-09-29,Ordinary shares, ,100.00%,2015-12-31
00572,Skypark Developments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2576149,VG,,Ordinary shares, ,100.00%,2016-02-02
00572,SMART PROSPER ENTERPRISES (INTERNATIONAL) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2031045,HK,2013-03-11,Ordinary shares, ,100.00%,2015-12-31
00572,Wise Victory Group Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=12679804,VG,,Ordinary shares, ,100.00%,2017-12-29
00612,Eternity Sky Limited,https://webb-site.com/dbpub/orgdata.asp?p=1900553,VG,,Ordinary shares, ,100.00%,2012-12-31
00612,Flying Goddess Limited,https://webb-site.com/dbpub/orgdata.asp?p=2349799,VG,,Ordinary shares, ,100.00%,2014-11-19
00613,Yugang International (BVI) Limited,https://webb-site.com/dbpub/orgdata.asp?p=2438128,VG,,Ordinary shares, ,100.00%,2013-03-31
00666,China Power Investment Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=6295,VG,,Ordinary shares, ,50.00%,1998-06-29
00666,HONNEX DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=8903,HK,1997-01-10,Ordinary shares, ,30.00%,1998-12-31
00666,NEW VIKING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=8904,HK,1997-11-26,Ordinary shares, ,30.00%,1998-12-31
00666,OCEAN GLORIOUS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=8905,HK,1997-01-10,Ordinary shares, ,30.00%,1998-12-31
00718,Tai Infinite Holdings Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=12459365,KY,2016-02-04,Ordinary shares, ,100.00%,2017-03-24
00721,Best Joy Asia Investment Limited,https://webb-site.com/dbpub/orgdata.asp?p=1850420,VG,,Ordinary shares, ,100.00%,2011-06-30
00721,CHINA FINANCIAL INTERNATIONAL INVESTMENTS & MANAGEMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=65702,HK,2010-02-23,Ordinary shares, ,29.00%,2012-12-31
00721,Global Business Investment Enterprised Limited,https://webb-site.com/dbpub/orgdata.asp?p=1850419,VG,,Ordinary shares, ,100.00%,2011-06-30
00721,Global Business Investment Enterprises Limited,https://webb-site.com/dbpub/orgdata.asp?p=2481513,VG,,Ordinary shares, ,100.00%,2012-12-31
00721,JOY STATE HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1327605,HK,2007-10-31,Ordinary shares, ,100.00%,2011-06-30
00768,CAPITAL VENTURE LIMITED (HK),https://webb-site.com/dbpub/orgdata.asp?p=20857,HK,1996-12-03,Ordinary shares, ,26.00%,2008-03-31
00768,CHIEF FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20858,HK,2000-08-09,Ordinary shares,"2,600,000",26.00%,2008-03-31
00768,Cyber Infotech Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=20859,VG,,Ordinary shares, ,0.50%,2003-03-31
00768,EFINANCE28 LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20860,HK,2000-08-09,Ordinary shares,"1,000,000",25.00%,2003-03-31
00768,ENVIRO TECHNOLOGY INTERNATIONAL LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20861,HK,1999-12-15,Ordinary shares, ,33.33%,2003-03-31
00768,FUJITA GLASS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20862,HK,1999-01-13,Ordinary shares, ,15.00%,2003-03-31
00768,Fullpower Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=20863,VG,,Ordinary shares,"1,000,000",20.00%,2007-12-31
00768,ID INNOVATION LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20864,HK,1998-11-13,Ordinary shares, ,5.20%,2003-03-31
00768,Info Trade Investment Limited,https://webb-site.com/dbpub/orgdata.asp?p=20865,VG,,Ordinary shares, ,5.00%,2003-03-31
00806,VALUE PARTNERS HONG KONG LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=74618,HK,1999-05-10,Ordinary shares, ,100.00%,2012-12-31
00810,Korning Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=17312,VG,,Ordinary shares, ,13.00%,2002-12-31
00810,Modern Vocal Limited,https://webb-site.com/dbpub/orgdata.asp?p=17313,VG,,Ordinary shares, ,19.00%,2002-12-31
00851,MEI AH PLASTIC MOULDS COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=7349,HK,1996-08-06,Ordinary shares, ,80.00%,1998-12-02
00851,SHENG YUAN SECURITIES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=66404,HK,2010-07-07,Ordinary shares, ,100.00%,2011-02-25
00851,Star Technology Incorporated,https://webb-site.com/dbpub/orgdata.asp?p=2551096,VG,,Ordinary shares, ,100.00%,2003-09-30
00851,SUNSTAR TECHNOLOGY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=11245,HK,1999-08-20,Ordinary shares, ,8.00%,1999-12-02
00901,Winning Point Limited,https://webb-site.com/dbpub/orgdata.asp?p=52148,VG,,Ordinary shares, ,100.00%,2004-07-09
00905,MEGA WAY INTERNATIONAL LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1141204,HK,2005-09-02,Ordinary shares, ,100.00%,2012-12-31
00913,Anchor Talent Limited,https://webb-site.com/dbpub/orgdata.asp?p=2289873,VG,,Ordinary shares, ,100.00%,2015-12-31
00913,Gufalore Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=1970922,VG,,Ordinary shares, ,100.00%,2017-12-31
00913,Moving Target Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=2638308,VG,,Ordinary shares, ,100.00%,2005-12-31
00913,Pacific Kingdom International Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2638309,VG,,Ordinary shares, ,100.00%,2006-12-31
00913,Peak Zone Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=2478842,VG,,Ordinary shares, ,29.90%,2015-12-31
00913,RUNWAY GROUP LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=149828,VG,,Ordinary shares, ,100.00%,2006-12-31
00913,Sincere Smart International Limited,https://webb-site.com/dbpub/orgdata.asp?p=2478708,VG,,Ordinary shares, ,29.50%,2014-12-31
00913,Starfame Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2369151,VG,,Ordinary shares, ,29.70%,2014-06-30
00913,Vision Gate Enterprises Limited,https://webb-site.com/dbpub/orgdata.asp?p=2567785,VG,,Ordinary shares, ,100.00%,2006-12-31
01051,Bevan Global Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2542953,VG,,Ordinary shares, ,100.00%,2015-08-11
01051,Conolan Limited,https://webb-site.com/dbpub/orgdata.asp?p=20869,VG,,Ordinary shares, ,20.00%,2003-06-30
01051,Empire Glaze Limited,https://webb-site.com/dbpub/orgdata.asp?p=23254743,VG,,Ordinary shares, ,100.00%,2018-07-20
01051,G-Financial Services Group Ltd.,https://webb-site.com/dbpub/orgdata.asp?p=15262586,KY,,Ordinary shares, ,100.00%,2017-12-31
01051,GLOBAL ACCESS DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2358420,HK,2014-12-12,Ordinary shares, ,100.00%,2015-08-18
01051,Ming Yuen Assets Limited,https://webb-site.com/dbpub/orgdata.asp?p=20870,VG,,Ordinary shares, ,30.00%,2003-06-30
01051,Top Gala Development Limited,https://webb-site.com/dbpub/orgdata.asp?p=2542951,VG,,Ordinary shares, ,100.00%,2016-02-18
01140,CSOP Asset Management Limited,https://webb-site.com/dbpub/orgdata.asp?p=73558,HK,2008-01-31,Ordinary shares,"60,800,000",24.00%,2015-03-31
01140,Glimmer Stone Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=49198,VG,,Ordinary shares, ,29.90%,2008-06-03
01140,Profit Raider Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2697760,VG,,Ordinary shares, ,100.00%,2012-12-31
01191,BESTCO WORLDWIDE INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=150192,VG,,Ordinary shares, ,100.00%,2012-08-22
01226,Baiye Global Limited,https://webb-site.com/dbpub/orgdata.asp?p=2408362,VG,,Ordinary shares, ,100.00%,2015-03-31
01226,Baiye Holding Limited,https://webb-site.com/dbpub/orgdata.asp?p=2408364,VG,,Ordinary shares, ,100.00%,2015-03-31
01226,Baiye Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=8424438,VG,,Ordinary shares, ,100.00%,2016-10-14
01226,Champion Elite Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2408361,VG,,Ordinary shares, ,100.00%,2014-03-31
01226,CHINA INVESTMENT AND FINANCING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1781479,HK,2011-07-18,Ordinary shares, ,100.00%,2014-03-31
01226,EAGLE GAIN INVESTMENTS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1724746,HK,2011-03-24,Ordinary shares, ,100.00%,2014-03-31
01226,FOREST INVESTMENT COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=628243,HK,1994-05-12,Ordinary shares, ,29.00%,2014-03-31
01226,GARRON INTERNATIONAL STRATEGIC LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1704484,HK,2011-01-31,Ordinary shares, ,100.00%,2014-03-31
01226,GREAT PROSPECT INVESTMENT DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1826319,HK,2011-11-12,Ordinary shares, ,100.00%,2014-03-31
01226,HELP U CREDIT FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1512800,HK,2009-08-25,Ordinary shares, ,28.08%,2016-03-31
01226,NEW EXPRESS INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2167731,HK,2013-11-22,Ordinary shares, ,100.00%,2015-04-22
01226,Novel Epoch Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2408365,VG,,Ordinary shares, ,100.00%,2014-03-31
01226,Peak Zone Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=2478842,VG,,Ordinary shares, ,25.00%,2016-03-31
01226,PLEXSON LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=909741,HK,2001-06-26,Ordinary shares, ,15.00%,2014-03-31
01226,Profit Eternal Global Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2408360,VG,,Ordinary shares, ,100.00%,2014-03-31
01226,Qifeng Holdings Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2408363,VG,,Ordinary shares, ,100.00%,2014-03-31
01226,RICH FORTUNE INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1826310,HK,2011-11-12,Ordinary shares, ,100.00%,2014-03-31
01226,WINKI LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1747712,HK,2011-05-17,Ordinary shares, ,100.00%,2014-03-31
01226,WORLD FAME INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1778104,HK,2011-07-13,Ordinary shares, ,100.00%,2014-03-31
01227,Chance Luck Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437969,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Co-Lead Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2280644,VG,2014-01,Ordinary shares,41,0.49%,2016-06-20
01227,Delight Hope Investments Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2437971,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Eighty Riches Limited,https://webb-site.com/dbpub/orgdata.asp?p=2638307,,,Ordinary shares, ,100.00%,2016-06-30
01227,Essence Sharp Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437963,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,FreeOpt Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=2520287,MH,2015-12-23,Ordinary shares,"160,000",4.18%,2016-03-31
01227,Freewill Holdings Limited (MH),https://webb-site.com/dbpub/orgdata.asp?p=2284096,MH,2014-06-16,Ordinary shares,"3,100,000",0.63%,2016-06-30
01227,Gold Full Corporate Development Limited,https://webb-site.com/dbpub/orgdata.asp?p=2049332,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Gold Intelligent Investment Development Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437966,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Hong Kong National Investments Fund Limited,https://webb-site.com/dbpub/orgdata.asp?p=2258321,HK,2014-04-14,Ordinary shares, ,20.00%,2016-12-31
01227,Luxwealth Development Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437962,VG,2014-07-02,Ordinary shares, ,100.00%,2014-12-31
01227,Massive Shine Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2437964,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,OBOR INVESTMENT FUND LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2409716,HK,2015-04-21,Ordinary shares, ,30.00%,2016-12-31
01227,Shine Full Capital Limited,https://webb-site.com/dbpub/orgdata.asp?p=2289877,VG,,Ordinary shares, ,100.00%,2013-12-31
01227,Top Flame Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2289876,VG,,Ordinary shares, ,100.00%,2013-12-31
01227,Top Onward Development Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437970,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Up Wonderful Limited,https://webb-site.com/dbpub/orgdata.asp?p=2350432,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Vast Spirit Investment Holding Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437967,VG,,Ordinary shares, ,100.00%,2014-12-31
01227,Victory Eternal Limited,https://webb-site.com/dbpub/orgdata.asp?p=2437968,VG,,Ordinary shares, ,100.00%,2014-12-31
01359,BITRONIC LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=152319,VG,,Ordinary shares, ,100.00%,2012-12-11
01359,CHINA CINDA (HK) HOLDINGS COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=135049,HK,1998-12-16,Ordinary shares, ,100.00%,2019-01-26
01359,China Luoyang Float Glass (Group) Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=2611107,CN,1993-04-19,Ordinary shares, ,1.94%,2011-12-31
01359,"CINDA FINANCIAL HOLDINGS CO., LIMITED",https://webb-site.com/dbpub/orgdata.asp?p=2460417,HK,2015-08-11,Ordinary shares, ,100.00%,2015-12-18
01359,WELL KENT INTERNATIONAL HOLDINGS COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=41974,HK,1993-05-27,Ordinary shares, ,100.00%,2012-12-31
02277,Bojin International Limited,https://webb-site.com/dbpub/orgdata.asp?p=2362845,VG,2014-06-05,Ordinary shares, ,100.00%,2014-12-15
02277,Diamond Path Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=22235404,VG,,Ordinary shares, ,100.00%,2019-12-12
02277,Eternity Sail Limited,https://webb-site.com/dbpub/orgdata.asp?p=2362846,VG,2014-01-02,Ordinary shares, ,100.00%,2014-12-15
02277,Jumbo Riches Limited,https://webb-site.com/dbpub/orgdata.asp?p=22235692,VG,,Ordinary shares, ,100.00%,2016-06-30
02324,CNI BULLION LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=67592,HK,2005-01-18,Ordinary shares, ,30.00%,2011-06-30
02324,CNI FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1023968,HK,2003-12-19,Ordinary shares, ,100.00%,2011-06-30
02324,Connelly Investments Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=23331,VG,,Ordinary shares, ,12.00%,2003-06-30
02324,Easy Ideas Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2369153,VG,,Ordinary shares, ,26.00%,2014-06-30
02324,Ethnocentric Investment Limited,https://webb-site.com/dbpub/orgdata.asp?p=2371373,VG,,Ordinary shares, ,100.00%,2016-11-21
02324,Extra One Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2500674,VG,,Ordinary shares, ,100.00%,2014-06-30
02324,Golden Goal Enterprises Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2611561,VG,,Ordinary shares, ,100.00%,2016-07-07
02324,Quidam Assets Limited,https://webb-site.com/dbpub/orgdata.asp?p=1857541,VG,,Ordinary shares, ,18.25%,2011-06-30
02324,Sincere Smart International Limited,https://webb-site.com/dbpub/orgdata.asp?p=2478708,VG,,Ordinary shares, ,14.00%,2014-12-31
02324,Starfame Investments Limited,https://webb-site.com/dbpub/orgdata.asp?p=2369151,VG,,Ordinary shares, ,9.90%,2014-06-30
02324,UCCTV Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=1857542,VG,,Ordinary shares, ,20.00%,2011-06-30
02324,WEALTH MANAGEMENT CENTRE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=23332,HK,1994-02-22,Ordinary shares, ,30.00%,2003-06-30
