CompanyCode,Issuer,Domicile:,Shares,Stake,Holding date,Formed,Issue,Dissolved date:,Formed,Incorporation number:,Last check on companies registry:,PIBA ID:,Primary Listing:,SFC ID:,Status:,Type:,Web sites:,Year-end:,URL
329,TYEE-OCI Capital (Cayman) Limited,Cayman Islands, ,50.00%,2017-12-21,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=12655144
356,GOOD QUALITY INVESTMENT LIMITED 品威投資有限公司,Hong Kong, ,20.00%,2014-12-31,2014-10-28,Ordinary shares,,2014-10-28,2161334,2020-01-02,,,,Deregistration,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2337822
372,ITC Investment Holdings Limited,British Virgin Islands, ,100.00%,2013-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2449329
378,e2-Capital Venture Limited,Cayman Islands, ,100.00%,2004-12-31,,Ordinary shares,,,CR-99123,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2470950
378,SBI E2-Capital Asia Holdings Pte. Ltd.,Singapore, ,40.00%,2006-12-31,2004-09,Ordinary shares,,2004-09,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=41140
428,CHIEF FINANCE LIMITED 卓思財務有限公司,Hong Kong, ,26.00%,2007-12-31,2000-08-09,Ordinary shares,,2000-08-09,0727005,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20858
428,Eclipse Investment Holdings Limited,British Virgin Islands, ,35.00%,2007-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=46420
428,Fullpower Holdings Limited,British Virgin Islands, ,19.00%,2007-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20863
428,LASTMINUTE HOLDINGS LIMITED,Hong Kong, ,35.00%,2007-12-31,1999-09-17,Ordinary shares,,1999-09-17,0688605,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=46419
430,Call Rich Investments Limited,British Virgin Islands, ,25.04%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=6594
430,Head Wonder International Limited,British Virgin Islands, ,5.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=6596
430,KEEN2LEARN.COM INTERNATIONAL LIMITED 博學網國際有限公司,Hong Kong, ,100.00%,2012-12-31,2000-03-29,Ordinary shares,,2000-03-29,0710186,2019-12-19,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=858822
430,LINKFUL (HOLDINGS) LIMITED 能豐實業有限公司,Hong Kong, ,100.00%,2012-12-31,1990-10-12,Ordinary shares,,1990-10-12,0289015,2019-12-22,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=440103
430,LINKFUL (PRC) INVESTMENTS LIMITED 能豐(中國)投資有限公司,Hong Kong, ,100.00%,2012-12-31,1992-09-01,Ordinary shares,,1992-09-01,0377179,2019-12-22,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=527767
430,LINKFUL MANAGEMENT SERVICES LIMITED,Hong Kong, ,100.00%,2012-12-31,1996-05-16,Ordinary shares,,1996-05-16,0549163,2019-12-24,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=698767
430,LINKFUL PROPERTIES COMPANY LIMITED,Hong Kong, ,100.00%,2012-12-31,1993-01-05,Ordinary shares,,1993-01-05,0397400,2019-12-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=547873
430,LINKFUL SECRETARIAL SERVICES LIMITED 能豐秘書服務有限公司,Hong Kong, ,100.00%,2012-12-31,1988-12-02,Ordinary shares,,1988-12-02,0234856,2019-12-22,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=386218
430,POWER EARNING LIMITED 盛得利有限公司,Hong Kong, ,100.00%,2012-12-31,2010-08-18,Ordinary shares,,2010-08-18,1494837,2019-10-24,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1641228
430,Rich Returns Limited,British Virgin Islands, ,18.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2169778
572,BRIGHT ORIENTAL WORLDWIDE LIMITED 卓越東方環球有限公司,Hong Kong, ,100.00%,2015-12-31,2014-11-05,Ordinary shares,,2014-11-05,2164771,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2341521
572,Central Mark Group Limited,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2576244
572,EVER GOOD INDUSTRIES (INTERNATIONAL) LIMITED 恆佳實業(國際)有限公司,Hong Kong, ,100.00%,2015-12-31,2013-03-05,Ordinary shares,,2013-03-05,1869260,2019-10-26,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2027860
572,GLOBALLY FINANCE LIMITED 世界財務有限公司,Hong Kong, ,100.00%,2018-07-16,2013-10-02,Ordinary shares,,2013-10-02,1974368,2019-12-15,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2139364
572,GOLDEN HORSE HONG KONG INVESTMENT LIMITED 金馬香港投資有限公司,Hong Kong, ,100.00%,2018-06-30,2013-12-03,Ordinary shares,,2013-12-03,2006398,2019-12-15,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2173592
572,GREAT RICH TRADING LIMITED 廣富貿易有限公司,Hong Kong, ,100.00%,2015-12-31,2012-08-30,Ordinary shares,,2012-08-30,1793846,2019-12-26,,,,Striking off,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1946623
572,Innovation Times Limited,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2576243
572,Sky Faith International Investment Limited 天信國際投資有限公司,Hong Kong, ,100.00%,2015-12-31,2014-09-29,Ordinary shares,,2014-09-29,2150287,2020-01-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2326050
572,Skypark Developments Limited,British Virgin Islands, ,100.00%,2016-02-02,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2576149
572,SMART PROSPER ENTERPRISES (INTERNATIONAL) LIMITED 駿盛企業(國際)有限公司,Hong Kong, ,100.00%,2015-12-31,2013-03-11,Ordinary shares,,2013-03-11,1872336,2019-12-27,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2031045
572,Wise Victory Group Limited (VG),British Virgin Islands, ,100.00%,2017-12-29,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=12679804
612,Eternity Sky Limited,British Virgin Islands, ,100.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=1900553
612,Flying Goddess Limited,British Virgin Islands, ,100.00%,2014-11-19,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2349799
613,Yugang International (BVI) Limited,British Virgin Islands, ,100.00%,2013-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2438128
666,China Power Investment Limited (VG),British Virgin Islands, ,50.00%,1998-06-29,,Ordinary shares,,,,,,,,,,,,https://webb-site.com/dbpub/orgdata.asp?p=6295
666,HONNEX DEVELOPMENT LIMITED 康恩發展有限公司,Hong Kong, ,30.00%,1998-12-31,1997-01-10,Ordinary shares,,1997-01-10,0587117,2019-12-07,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=8903
666,NEW VIKING LIMITED 新宏興有限公司,Hong Kong, ,30.00%,1998-12-31,1997-11-26,Ordinary shares,2009-09-18,1997-11-26,0630918,2019-11-06,,,,Deregistration,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=8904
666,OCEAN GLORIOUS LIMITED 洋廣有限公司,Hong Kong, ,30.00%,1998-12-31,1997-01-10,Ordinary shares,2009-06-19,1997-01-10,0587231,2019-11-06,,,,Deregistration,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=8905
718,Tai Infinite Holdings Group Limited,Cayman Islands, ,100.00%,2017-03-24,2016-02-04,Ordinary shares,,2016-02-04,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=12459365
721,Best Joy Asia Investment Limited,British Virgin Islands, ,100.00%,2011-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=1850420
721,CHINA FINANCIAL INTERNATIONAL INVESTMENTS & MANAGEMENTS LIMITED 中國金融國際投資管理有限公司,Hong Kong, ,29.00%,2012-12-31,2010-02-23,Ordinary shares,,2010-02-23,1424275,2019-12-19,,,AVG770,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=65702
721,Global Business Investment Enterprised Limited,British Virgin Islands, ,100.00%,2011-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=1850419
721,Global Business Investment Enterprises Limited 世貿投資企業有限公司,British Virgin Islands, ,100.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2481513
721,JOY STATE HOLDINGS LIMITED 怡邦集團有限公司,Hong Kong, ,100.00%,2011-06-30,2007-10-31,Ordinary shares,,2007-10-31,1180608,2019-12-26,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1327605
768,CAPITAL VENTURE LIMITED (HK) 濠滿有限公司,Hong Kong, ,26.00%,2008-03-31,1996-12-03,Ordinary shares,,1996-12-03,0577977,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20857
768,CHIEF FINANCE LIMITED 卓思財務有限公司,Hong Kong,"2,600,000",26.00%,2008-03-31,2000-08-09,Ordinary shares,,2000-08-09,0727005,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20858
768,Cyber Infotech Holdings Limited,British Virgin Islands, ,0.50%,2003-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20859
768,EFINANCE28 LIMITED,Hong Kong,"1,000,000",25.00%,2003-03-31,2000-08-09,Ordinary shares,2015-11-26,2000-08-09,0727150,2019-11-01,,,,Members' vol. wind-up,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20860
768,ENVIRO TECHNOLOGY INTERNATIONAL LIMITED 環保科技國際有限公司,Hong Kong, ,33.33%,2003-03-31,1999-12-15,Ordinary shares,,1999-12-15,0697878,2019-12-28,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20861
768,FUJITA GLASS LIMITED 藤田玻璃有限公司,Hong Kong, ,15.00%,2003-03-31,1999-01-13,Ordinary shares,,1999-01-13,0664783,2020-01-05,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20862
768,Fullpower Holdings Limited,British Virgin Islands,"1,000,000",20.00%,2007-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20863
768,ID INNOVATION LIMITED 得意科技有限公司,Hong Kong, ,5.20%,2003-03-31,1998-11-13,Ordinary shares,2007-03-01,1998-11-13,0659462,2019-11-06,,,,Creditors' vol. wind-up,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=20864
768,Info Trade Investment Limited,British Virgin Islands, ,5.00%,2003-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20865
806,VALUE PARTNERS HONG KONG LIMITED 惠理基金管理香港有限公司,Hong Kong, ,100.00%,2012-12-31,1999-05-10,Ordinary shares,,1999-05-10,0675240,2019-12-15,,,AFJ002,Active,"Private, ltd by shares",www.valuepartners-group.com,,https://webb-site.com/dbpub/orgdata.asp?p=74618
810,Korning Investments Limited,British Virgin Islands, ,13.00%,2002-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=17312
810,Modern Vocal Limited,British Virgin Islands, ,19.00%,2002-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=17313
851,MEI AH PLASTIC MOULDS COMPANY LIMITED 美亞塑膠模具有限公司,Hong Kong, ,80.00%,1998-12-02,1996-08-06,Ordinary shares,2015-07-17,1996-08-06,0560840,2019-10-29,,,,Striking off,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=7349
851,SHENG YUAN SECURITIES LIMITED 盛源證券有限公司,Hong Kong, ,100.00%,2011-02-25,2010-07-07,Ordinary shares,,2010-07-07,1477033,2020-01-16,,,AVO470,Active,"Private, ltd by shares",www.shengyuansec.hk,,https://webb-site.com/dbpub/orgdata.asp?p=66404
851,Star Technology Incorporated,British Virgin Islands, ,100.00%,2003-09-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2551096
851,SUNSTAR TECHNOLOGY LIMITED 耀達科技有限公司,Hong Kong, ,8.00%,1999-12-02,1999-08-20,Ordinary shares,,1999-08-20,0685801,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=11245
901,Winning Point Limited,British Virgin Islands, ,100.00%,2004-07-09,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=52148
905,MEGA WAY INTERNATIONAL LIMITED 百通國際有限公司,Hong Kong, ,100.00%,2012-12-31,2005-09-02,Ordinary shares,,2005-09-02,0993699,2020-01-03,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1141204
913,Anchor Talent Limited,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2289873
913,Gufalore Investments Limited,British Virgin Islands, ,100.00%,2017-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=1970922
913,Moving Target Company Limited,British Virgin Islands, ,100.00%,2005-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2638308
913,Pacific Kingdom International Limited (VG),British Virgin Islands, ,100.00%,2006-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2638309
913,Peak Zone Group Limited,British Virgin Islands, ,29.90%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2478842
913,RUNWAY GROUP LIMITED,British Virgin Islands, ,100.00%,2006-12-31,,Ordinary shares,,,,2017-01-07,,,,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=149828
913,Sincere Smart International Limited,British Virgin Islands, ,29.50%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2478708
913,Starfame Investments Limited,British Virgin Islands, ,29.70%,2014-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2369151
913,Vision Gate Enterprises Limited,British Virgin Islands, ,100.00%,2006-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2567785
1051,Bevan Global Investments Limited,British Virgin Islands, ,100.00%,2015-08-11,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2542953
1051,Conolan Limited,British Virgin Islands, ,20.00%,2003-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20869
1051,Empire Glaze Limited,British Virgin Islands, ,100.00%,2018-07-20,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=23254743
1051,G-Financial Services Group Ltd.,Cayman Islands, ,100.00%,2017-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=15262586
1051,GLOBAL ACCESS DEVELOPMENT LIMITED 世達發展有限公司,Hong Kong, ,100.00%,2015-08-18,2014-12-12,Ordinary shares,,2014-12-12,2180509,2020-01-11,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2358420
1051,Ming Yuen Assets Limited,British Virgin Islands, ,30.00%,2003-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=20870
1051,Top Gala Development Limited,British Virgin Islands, ,100.00%,2016-02-18,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2542951
1140,CSOP Asset Management Limited 南方東英資產管理有限公司,Hong Kong,"60,800,000",24.00%,2015-03-31,2008-01-31,Ordinary shares,,2008-01-31,1208959,2019-12-26,,,ARN075,Active,"Private, ltd by shares",www.csopasset.com,,https://webb-site.com/dbpub/orgdata.asp?p=73558
1140,Glimmer Stone Investments Limited,British Virgin Islands, ,29.90%,2008-06-03,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=49198
1140,Profit Raider Investments Limited,British Virgin Islands, ,100.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2697760
1191,BESTCO WORLDWIDE INVESTMENT LIMITED 柏高環球投資有限公司,British Virgin Islands, ,100.00%,2012-08-22,,Ordinary shares,,,,2017-03-11,,,,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=150192
1226,Baiye Global Limited,British Virgin Islands, ,100.00%,2015-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408362
1226,Baiye Holding Limited,British Virgin Islands, ,100.00%,2015-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408364
1226,Baiye Holdings Limited,British Virgin Islands, ,100.00%,2016-10-14,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=8424438
1226,Champion Elite Holdings Limited,British Virgin Islands, ,100.00%,2014-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408361
1226,CHINA INVESTMENT AND FINANCING LIMITED 中投融投資有限公司,Hong Kong, ,100.00%,2014-03-31,2011-07-18,Ordinary shares,,2011-07-18,1635204,2020-01-09,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1781479
1226,EAGLE GAIN INVESTMENTS LIMITED 鷹利投資有限公司,Hong Kong, ,100.00%,2014-03-31,2011-03-24,Ordinary shares,2017-12-08,2011-03-24,1578440,2019-12-12,,,,Deregistration,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1724746
1226,FOREST INVESTMENT COMPANY LIMITED 根生投資有限公司,Hong Kong, ,29.00%,2014-03-31,1994-05-12,Ordinary shares,,1994-05-12,0478215,2020-01-04,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=628243
1226,GARRON INTERNATIONAL STRATEGIC LIMITED 嘉禹國際策略有限公司,Hong Kong, ,100.00%,2014-03-31,2011-01-31,Ordinary shares,,2011-01-31,1558159,2019-10-25,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1704484
1226,GREAT PROSPECT INVESTMENT DEVELOPMENT LIMITED 大展投資發展有限公司,Hong Kong, ,100.00%,2014-03-31,2011-11-12,Ordinary shares,,2011-11-12,1680055,2019-12-25,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1826319
1226,HELP U CREDIT FINANCE LIMITED 幫人財務有限公司,Hong Kong, ,28.08%,2016-03-31,2009-08-25,Ordinary shares,,2009-08-25,1366178,2019-12-12,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1512800
1226,NEW EXPRESS INVESTMENT LIMITED 新通投資有限公司,Hong Kong, ,100.00%,2015-04-22,2013-11-22,Ordinary shares,,2013-11-22,2000901,2019-10-31,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2167731
1226,Novel Epoch Investments Limited,British Virgin Islands, ,100.00%,2014-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408365
1226,Peak Zone Group Limited,British Virgin Islands, ,25.00%,2016-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2478842
1226,PLEXSON LIMITED 栢晟有限公司,Hong Kong, ,15.00%,2014-03-31,2001-06-26,Ordinary shares,,2001-06-26,0761402,2020-01-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=909741
1226,Profit Eternal Global Investments Limited,British Virgin Islands, ,100.00%,2014-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408360
1226,Qifeng Holdings Limited (VG),British Virgin Islands, ,100.00%,2014-03-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2408363
1226,RICH FORTUNE INVESTMENT LIMITED 賀安投資有限公司,Hong Kong, ,100.00%,2014-03-31,2011-11-12,Ordinary shares,,2011-11-12,1680046,2019-10-27,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1826310
1226,WINKI LIMITED 贏基有限公司,Hong Kong, ,100.00%,2014-03-31,2011-05-17,Ordinary shares,,2011-05-17,1601421,2020-01-09,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1747712
1226,WORLD FAME INVESTMENT LIMITED 世名投資有限公司,Hong Kong, ,100.00%,2014-03-31,2011-07-13,Ordinary shares,,2011-07-13,1631827,2020-01-15,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1778104
1227,Chance Luck Holdings Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437969
1227,Co-Lead Holdings Limited,British Virgin Islands,41,0.49%,2016-06-20,2014-01,Ordinary shares,,2014-01,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2280644
1227,Delight Hope Investments Limited (VG),British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437971
1227,Eighty Riches Limited,, ,100.00%,2016-06-30,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2638307
1227,Essence Sharp Holdings Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437963
1227,FreeOpt Holdings Limited,Republic of the Marshall Islands,"160,000",4.18%,2016-03-31,2015-12-23,Ordinary shares,,2015-12-23,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2520287
1227,Freewill Holdings Limited (MH),Republic of the Marshall Islands,"3,100,000",0.63%,2016-06-30,2014-06-16,Ordinary shares,,2014-06-16,69896,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2284096
1227,Gold Full Corporate Development Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2049332
1227,Gold Intelligent Investment Development Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437966
1227,Hong Kong National Investments Fund Limited 香港國盛基金管理有限公司,Hong Kong, ,20.00%,2016-12-31,2014-04-14,Ordinary shares,,2014-04-14,2087629,2020-01-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2258321
1227,Luxwealth Development Limited,British Virgin Islands, ,100.00%,2014-12-31,2014-07-02,Ordinary shares,,2014-07-02,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437962
1227,Massive Shine Limited (VG),British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437964
1227,OBOR INVESTMENT FUND LIMITED 一帶一路投資基金有限公司,Hong Kong, ,30.00%,2016-12-31,2015-04-21,Ordinary shares,,2015-04-21,2227553,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2409716
1227,Shine Full Capital Limited,British Virgin Islands, ,100.00%,2013-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2289877
1227,Top Flame Investments Limited,British Virgin Islands, ,100.00%,2013-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2289876
1227,Top Onward Development Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437970
1227,Up Wonderful Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2350432
1227,Vast Spirit Investment Holding Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437967
1227,Victory Eternal Limited,British Virgin Islands, ,100.00%,2014-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2437968
1359,BITRONIC LIMITED,British Virgin Islands, ,100.00%,2012-12-11,,Ordinary shares,,,,2017-03-11,,,,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=152319
1359,CHINA CINDA (HK) HOLDINGS COMPANY LIMITED 中國信達(香港)控股有限公司,Hong Kong, ,100.00%,2019-01-26,1998-12-16,Ordinary shares,,1998-12-16,0662580,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=135049
1359,China Luoyang Float Glass (Group) Company Limited 中國洛陽浮法玻璃集團有限責任公司,The People's Republic of China, ,1.94%,2011-12-31,1993-04-19,Ordinary shares,,1993-04-19,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2611107
